vendorCode;price
JTC-4928-3A;1200
JTC-4576;10280
JTC-4652;8300
JTC-1337;3720
JTC-6750;3900
JTC-4768A;4200
JTC-1428;1710
JTC-4673;4100
JTC-4931-5;2190
JTC-4653;595
JTC-4928-1;1930
JTC-4372;3250
JTC-4369;3410
JTC-4102;745
JTC-1508;3450
JTC-4654;3450
JTC-4674;1530
JTC-1726;2560
JTC-4387;6430
JTC-4391;1700
JTC-4411;21000
JTC-4412;10730
JTC-4405;42300
JTC-4739A;13275
JTC-4216;710
JTC-4141;3490
JTC-6639;8990
JTC-4648;3900
JTC-4121;2400
JTC-4393;1450
JTC-4394;3075
JTC-4237;790
JTC-4824;1620
JTC-4681;2150
JTC-1133;455
JTC-1719A;510
JTC-6721P;170
JTC-4631-21;4450
JTC-5629;1850
JTC-1439;2590
JTC-4870;1400
JTC-1705;480
JTC-1704;785
JTC-1612;415
JTC-1248;2820
JTC-1249;1100
JTC-6754;2850
JTC-6716;2100
JTC-4534;970
JTC-5617;2020
JTC-5536;995
JTC-5618;1620
JTC-5618A;1620
JTC-5619;1635
JTC-5209;1340
JTC-5550;4260
JTC-5616;2000
JTC-3205;830
JTC-5621;1280
JTC-I010;2400
JTC-4631-04;1350
JTC-1137;2250
JTC-3005;1700
JTC-1134;1120
JTC-4627;18060
JTC-4707;25900
JTC-4636;21900
JTC-1402;28200
JTC-4317;3700
JTC-JW0878;4575
JTC-1363;4020
JTC-1361;5810
JTC-4081;1600
JTC-4082;4620
JTC-1529;2710
JTC-6673;10580
JTC-4446;5580
JTC-I006;17400
JTC-I008;14000
JTC-I007;6450
JTC-2027;3350
JTC-2028;3360
JTC-2020A;1750
JTC-1438;14700
JTC-4790;6200
JTC-4195;1720
JTC-VP125;18900
JTC-VP225;29450
JTC-5622;2170
JTC-2025;820
JTC-2043;2050
JTC-2024;1105
JTC-2023;1000
JTC-2021;2790
JTC-1008;315
JTC-1357;1625
JTC-1153;6990
JTC-1356;4750
JTC-1447;710
JTC-1509-OLD;8700
JTC-1354;565
JTC-1922;1060
JTC-1507;140
JTC-1409A;4580
JTC-5112;1240
JTC-4657;2730
JTC-1827;620
JTC-1834;630
JTC-6648;485
JTC-1360A;7700
JTC-4872;528
JTC-1609;3830
JTC-16095;880
JTC-5197;1025
JTC-1720A;930
JTC-5513;5450
JTC-5514;5450
JTC-1260;1105
JTC-4801;2950
JTC-1107;3180
JTC-1138;540
JTC-1139;545
JTC-4433;9135
JTC-5628;835
JTC-1358;1520
JTC-4601;540
JTC-1407;7080
JTC-1441;2200
JTC-1440;5450
JTC-4582;2070
JTC-1227A;11250
JTC-6721;25700
JTC-J027;795
JTC-4614B;16800
JTC-4533;6670
JTC-5916;920
JTC-4196;1250
JTC-4805;2000
JTC-4631;80900
JTC-1409;28500
JTC-1105;9850
JTC-1106;6590
JTC-1224;60900
JTC-3462A;33900
JTC-7724;13200
JTC-7725;14500
JTC-3102;14400
JTC-3462B;35100
JTC-1551;950
JTC-4631-22;315
JTC-1445;3200
JTC-1444;5890
JTC-1132;700
JTC-1261;250
JTC-4056;735
JTC-1242;835
JTC-1633;1600
JTC-2513;1488
JTC-2510;3000
JTC-YC104;6990
JTC-C506;8030
JTC-C801;8950
JTC-C503;5800
JTC-C603;7750
JTC-C302;3480
JTC-C102NN;4430
JTC-C101N;4050
JTC-C601N;6820
JTC-C301;3550
JTC-C303;5660
JTC-C102;3850
JTC-C102N;3950
JTC-C701;4480
JTC-C402;6080
JTC-C101;3250
JTC-C601;6510
JTC-C802;4080
JTC-C702;4650
JTC-C203;5500
JTC-C703;5890
JTC-C602;8025
JTC-JW0915-3;1650
JTC-JW0915-4;1650
JTC-JW0915-5;2300
JTC-JW0915-6;2470
JTC-JW0915-8;4050
JTC-JW0914-3;1220
JTC-JW0914-4;1200
JTC-JW0914-5;1550
JTC-JW0914-6;1760
JTC-JW0914-8;2980
JTC-JW0913-3;420
JTC-JW0913-4;420
JTC-JW0913-5;560
JTC-JW0913-6;610
JTC-JW0913-8;995
JTC-C905;3750
JTC-8P115;1720
JTC-YC105;10400
JTC-2504;530
JTC-2521;175
JTC-5472;4580
JTC-5824;1950
JTC-5708;2790
JTC-2535;1600
JTC-2539;1450
JTC-2538;1790
JTC-2537;2100
JTC-2536;1640
JTC-2540;1250
JTC-2541;810
JTC-4530;5050
JTC-2503;2500
JTC-YC100;7300
JTC-2533;1630
JTC-2534;1870
JTC-2530;1940
JTC-2531;1150
JTC-2532;1130
JTC-YC900;6050
JTC-5232;2330
JTC-2557;3744
JTC-6699;9380
JTC-2554;10500
JTC-4275;6970
JTC-8P105;10200
JTC-2524;1320
JTC-2520;1180
JTC-2562;5760
JTC-2561;5600
JTC-2560;5600
JTC-4893-6;310
JTC-4893-7;310
JTC-4893-8;310
JTC-4893-9;155
JTC-8P111;4650
JTC-3527;2250
JTC-3528;2100
JTC-JW0164;9150
JTC-8P116;2560
JTC-2525;5150
JTC-8P117;4620
JTC-JW0613;14550
JTC-2556;3450
JTC-2542;1360
JTC-2543;1620
JTC-2544;795
JTC-2545;610
JTC-2546;420
JTC-2547;600
JTC-2548;455
JTC-2549;870
JTC-2551;1250
JTC-2552;1150
JTC-2553;1630
JTC-6659;790
JTC-2501;3690
JTC-3529;4800
JTC-3530;4495
JTC-3531;6510
JTC-YC102;10200
JTC-YC101;14800
JTC-3526;2080
JTC-C901;2550
JTC-C903;2250
JTC-2522;2870
JTC-7676;415
JTC-5002;2050
JTC-4756-2;1350
JTC-6651;1100
JTC-4565;2950
JTC-5561;10800
JTC-8P104;800
JTC-8P103;880
JTC-8P109;3590
JTC-8P107;9870
JTC-8P106;3050
JTC-8P102;14100
JTC-1517-R1;4960
JTC-2523;950
JTC-8P110;7950
JTC-2506;200
JTC-2514;930
JTC-4015;1200
JTC-4830;2900
JTC-5121;1100
JTC-4191;5350
JTC-4193;5450
JTC-4192;4850
JTC-5249;6150
JTC-1207;4500
JTC-5256;3320
JTC-6793;560
JTC-5286;8925
JTC-4107;2850
JTC-6728;3400
JTC-4716;7450
JTC-5242;1400
JTC-1615;915
JTC-7776;5500
JTC-5261;9150
JTC-4139;2020
JTC-5293;3570
JTC-5288;2445
JTC-5181;1650
JTC-5248;1000
JTC-5239;2895
JTC-4105;2077
JTC-7772;3350
JTC-7773;3350
JTC-5292;960
JTC-1254;2550
JTC-4715;3255
JTC-1855;2150
JTC-1560;7450
JTC-5598;9100
JTC-5597;6350
JTC-5260;8000
JTC-5151;8650
JTC-1859;8200
JTC-1856;8770
JTC-4717;8850
JTC-1857;9150
JTC-5152;8200
JTC-5287;7000
JTC-4698;5500
JTC-5299;7700
JTC-5470;7350
JTC-7781;11000
JTC-5250;12950
JTC-5252;11900
JTC-5251;10500
JTC-5258;4005
JTC-7684;8200
JTC-5254;7740
JTC-5296;7750
JTC-5267;17300
JTC-5253;11050
JTC-5268;8250
JTC-1561;8950
JTC-1912;850
JTC-5546A;1520
JTC-JW1083;5000
JTC-5473;2400
JTC-5474;2630
JTC-5122;2170
JTC-5123;2170
JTC-5124;2190
JTC-4218;10730
JTC-5469;825
JTC-6737;800
JTC-5271;3975
JTC-1517-M;4000
JTC-J616C;10350
JTC-4115;43200
JTC-JW0011;6690
JTC-4147;44600
JTC-5240;40500
JTC-4577;6900
JTC-4150;16850
JTC-1213S;2480
JTC-4559;2880
JTC-4886;13350
JTC-4360;3210
JTC-5579;1235
JTC-4877;1080
JTC-1239;980
JTC-4045;15190
JTC-4756;3335
JTC-4220;6800
JTC-5156;3555
JTC-5155;3555
JTC-5498;4468
JTC-5284;5050
JTC-5491;5243
JTC-5490;3635
JTC-4068;23650
JTC-5170;10700
JTC-5482;36900
JTC-5481;29900
JTC-5290;9900
JTC-4118;7530
JTC-7786;22950
JTC-5458;12830
JTC-5262;2950
JTC-5285;2330
JTC-5291;4100
JTC-5297;3550
JTC-5298;2100
JTC-5266;3950
JTC-5578;845
JTC-5182;1230
JTC-5577;1950
JTC-4593;24600
JTC-6602;6820
JTC-5289;3225
JTC-5580;6600
JTC-5184;6360
JTC-5495;18922
JTC-5576;1830
JTC-5479;21883
JTC-5486;37800
JTC-7789;14300
JTC-5466;8300
JTC-4364;7200
JTC-7775;14250
JTC-5283;5580
JTC-5460;14580
JTC-4148;7590
JTC-4366;3140
JTC-5459;11480
JTC-5465;6420
JTC-5464;5530
JTC-7769;11880
JTC-7787;6550
JTC-5487;7044
JTC-5488;10380
JTC-5480;18683
JTC-4357;2830
JTC-5492;13840
JTC-5499;55200
JTC-5494;6279
JTC-5483;26857
JTC-4887;9600
JTC-4888;14700
JTC-5247;10480
JTC-5183;1200
JTC-1517;66000
JTC-5164;8300
JTC-5163;7640
JTC-5484;36500
JTC-4116;14770
JTC-4019;2670
JTC-4751;5270
JTC-4752;9700
JTC-5243;11100
JTC-7683;28500
JTC-5485;34000
JTC-5154;39200
JTC-7784;18200
JTC-5493;20800
JTC-5186;3535
JTC-5276;6950
JTC-5277;6990
JTC-4363;5190
JTC-5575;4495
JTC-4070;14300
JTC-4071;14715
JTC-4072;17600
JTC-4073;13100
JTC-4074;20115
JTC-5272;23200
JTC-5167;47655
JTC-6801;10700
JTC-5246;12450
JTC-5244;42000
JTC-4017;5945
JTC-4365;1060
JTC-5294;3045
JTC-5158;2730
JTC-5187;3050
JTC-4706;1885
JTC-5476;1815
JTC-5477;2350
JTC-4402;2370
JTC-4403;2470
JTC-4401;2840
JTC-4018;1176
JTC-5587;8650
JTC-4356;4000
JTC-4226;6350
JTC-5245;12200
JTC-4891;14700
JTC-4753;9800
JTC-5478;25950
JTC-5463;65500
JTC-5497;12110
JTC-4818;22300
JTC-4358;2685
JTC-5160;2450
JTC-4467;2940
JTC-4354;2290
JTC-4362;6500
JTC-4359;2400
JTC-4547;2130
JTC-TOE100;27400
JTC-TOE160;34000
JTC-TOE025;16580
JTC-TOE200;45900
JTC-TOE040;18950
JTC-TOE060;23700
JTC-FJ1000;48600
JTC-SJ22;42600
JTC-SJ23-OLD;33600
JTC-SJ2000;36700
JTC-SJ3000;35800
JTC-SJ5000;58100
JTC-EC1009;41000
JTC-ES809P;11900
JTC-CP210;1010
JTC-CP330;2745
JTC-HB610;89300
JTC-HB210;31900
JTC-HD204;20800
JTC-PB810;40500
JTC-HB510;35900
JTC-8P101A;25500
JTC-8P120;29300
JTC-HA350;12150
JTC-HB600;14850
JTC-HA600;13350
JTC-HA700;13950
JTC-UBP1201;43600
JTC-SP220B;55400
JTC-7648;3100
JTC-7645;1030
JTC-7646;1680
JTC-7647;2150
JTC-CP350;2530
JTC-ES909;90500
JTC-ES707;47700
JTC-ES809;56700
JTC-ES450;14250
JTC-JS1228;16600
JTC-JS1224;15200
JTC-JS1218;14850
JTC-JS303;7150
JTC-TJ490;45300
JTC-TJ800;57700
JTC-US1175;13800
JTC-US1180;14850
JTC-TJ530;58900
JTC-ES416;13600
JTC-ES417;19400
JTC-ES415;11200
JTC-ES420;18700
JTC-PL2500;8600
JTC-BK1006;15800
JTC-RC1010;13200
JTC-RA106A;8800
JTC-RC101;7400
JTC-RC023;3380
JTC-3506;960
JTC-3501;540
JTC-5351;685
JTC-5352;730
JTC-7819;1330
JTC-3117;1520
JTC-7690;3180
JTC-K7086;2900
JTC-K7061;3200
JTC-5115;2100
JTC-K7091;2590
JTC-3925;2100
JTC-3301;1990
JTC-7723;24990
JTC-K7085;3230
JTC-3521;290
JTC-193810;350
JTC-332307;315
JTC-7695;320
JTC-5222;390
JTC-7821;290
JTC-3707;175
JTC-7628;160
JTC-5448;170
JTC-7602;130
JTC-7630;195
JTC-7632;230
JTC-7606;270
JTC-5450;230
JTC-7604;175
JTC-5452;290
JTC-5407;415
JTC-3708;185
JTC-7610;250
JTC-7618;350
JTC-7612;275
JTC-7626;395
JTC-7634;335
JTC-5456;400
JTC-7614;350
JTC-7608;170
JTC-3470;425
JTC-5409;420
JTC-3710;305
JTC-7616;350
JTC-7620;510
JTC-3712;350
JTC-7636;435
JTC-7622;620
JTC-7638;510
JTC-7624;725
JTC-3209;570
JTC-7639;230
JTC-7640;255
JTC-19382;370
JTC-7701;390
JTC-19385;350
JTC-19386;350
JTC-19387;385
JTC-7704;380
JTC-19388;370
JTC-3612;330
JTC-3701;1200
JTC-3207;1590
JTC-5410;2100
JTC-3210;600
JTC-7627;155
JTC-3802;95
JTC-5447;185
JTC-7601;135
JTC-5453;350
JTC-5449;265
JTC-7629;200
JTC-7631;215
JTC-7605;290
JTC-7603;190
JTC-5406;400
JTC-5451;290
JTC-3709;195
JTC-7609;250
JTC-7617;340
JTC-7611;275
JTC-7625;395
JTC-7633;310
JTC-7613;335
JTC-7607;175
JTC-3469;470
JTC-5408;540
JTC-3711;320
JTC-7615;400
JTC-7619;495
JTC-3713;340
JTC-7635;435
JTC-7621;580
JTC-7637;510
JTC-7623;680
JTC-51277;950
JTC-34268;1120
JTC-34278;580
JTC-3311;1360
JTC-4116-J;1700
JTC-5624-T90;830
JTC-5624-TS;820
JTC-5624;14560
JTC-4066;1705
JTC-SB175;725
JTC-5404;1100
JTC-5403;1100
JTC-5712;1230
JTC-1728;850
JTC-SB230;1150
JTC-5711;1200
JTC-5709;1200
JTC-SB300;1850
JTC-SS300;1950
JTC-HB175;730
JTC-HS175;730
JTC-5402;1100
JTC-5401;1100
JTC-5710;1170
JTC-HB230;1100
JTC-HS230;1100
JTC-HB300;1940
JTC-HS300;1940
JTC-3316;1000
JTC-3471;3800
JTC-5623;11030
JTC-1150;1030
JTC-1147;900
JTC-1148;2400
JTC-1149;3270
JTC-SS175;750
JTC-SS230;1100
JTC-34236;870
JTC-51286;850
JTC-3813;645
JTC-34248;1120
JTC-34238;1080
JTC-3820;1360
JTC-3819;1330
JTC-5713;2100
JTC-5910;2140
JTC-5909;2100
JTC-3313;1440
JTC-3314;1550
JTC-3312;1470
JTC-1353010;55
JTC-1253007;30
JTC-1253008;30
JTC-11525015;20
JTC-1152510;60
JTC-1357510;90
JTC-1353012;75
JTC-1357512;115
JTC-11525025;19
JTC-1152502;20
JTC-1152503;20
JTC-1152504;19
JTC-1353004;45
JTC-1357504;85
JTC-11525055;20
JTC-1152505;20
JTC-1353005;52
JTC-1357505;85
JTC-1152506;20
JTC-1353006;50
JTC-1357506;85
JTC-1152507;35
JTC-1353007;55
JTC-1357507;85
JTC-1152508;40
JTC-1353008;55
JTC-1357508;90
JTC-1152509;55
JTC-1353009;55
JTC-1357509;90
JTC-11A2501;18
JTC-11A2502;20
JTC-12A3002;30
JTC-12A3003;35
JTC-1373010;50
JTC-1377510;90
JTC-1373012;85
JTC-1377512;130
JTC-1373013;100
JTC-1377513;140
JTC-1373014;95
JTC-1377514;130
JTC-1373004;55
JTC-1377504;85
JTC-1373005;55
JTC-1377505;85
JTC-1373006;55
JTC-1377506;85
JTC-1373007;55
JTC-1377507;85
JTC-1373008;55
JTC-1377508;85
JTC-1373009;55
JTC-1377509;90
JTC-1363010;55
JTC-1367510;90
JTC-1363012;70
JTC-1367512;115
JTC-1367514;140
JTC-1367516;165
JTC-1363005;60
JTC-1367505;90
JTC-1363006;55
JTC-1367506;90
JTC-1363007;55
JTC-1367507;90
JTC-1363008;55
JTC-1367508;90
JTC-1363009;60
JTC-1367509;90
JTC-1142510;25
JTC-1132510;30
JTC-1333010;50
JTC-1337510;80
JTC-1142515;25
JTC-1333015;55
JTC-1337515;85
JTC-1142520;25
JTC-1333020;55
JTC-1337520;90
JTC-1142525;20
JTC-1333025;55
JTC-1337525;85
JTC-1142527;25
JTC-1333027;60
JTC-1337527;90
JTC-1142530;20
JTC-1333030;55
JTC-1337530;85
JTC-1142535;25
JTC-1337535;85
JTC-1142540;20
JTC-1331240;140
JTC-1333040;55
JTC-1337540;90
JTC-1331245;160
JTC-1333045;55
JTC-1337545;90
JTC-1333047;60
JTC-1132504;25
JTC-1331250;150
JTC-1333050;55
JTC-1337550;90
JTC-1331255;180
JTC-1333055;55
JTC-1337555;85
JTC-1132505;25
JTC-1333060;70
JTC-1337560;125
JTC-1142506;30
JTC-1132506;30
JTC-1337570;150
JTC-1142507;30
JTC-1132507;30
JTC-1142508;20
JTC-1132508;30
JTC-1142509;20
JTC-1132509;30
JTC-1112500;16
JTC-1112501;19
JTC-1115001;35
JTC-1112502;19
JTC-1113002;20
JTC-1213002;35
JTC-1213602;50
JTC-1218002;70
JTC-1112503;19
JTC-1113003;20
JTC-1213003;37
JTC-1213603;50
JTC-1218003;70
JTC-1213004;37
JTC-1122503;17
JTC-1122504;20
JTC-12230055;30
JTC-1122505;20
JTC-11225055;20
JTC-11230055;21
JTC-1123006;20
JTC-11225065;20
JTC-11230065;21
JTC-1123007;21
JTC-1223007;35
JTC-1223008;37
JTC-1223010;50
JTC-1223610;55
JTC-1228010;95
JTC-1223012;65
JTC-1223608;50
JTC-1228008;75
JTC-3933;3190
JTC-3509;3230
JTC-5715;2500
JTC-5610;3190
JTC-3965;2120
JTC-51266;860
JTC-3814;950
JTC-5714;1060
JTC-34257;1080
JTC-34258;1200
JTC-6753;1550
JTC-11R;1390
JTC-18R;2100
JTC-2555;2100
JTC-JW0892;1500
JTC-10WR;930
JTC-3705;1380
JTC-5056;1570
JTC-20R;1350
JTC-5405;1300
JTC-5WR;745
JTC-6LN;750
JTC-7WR;880
JTC-9LN;890
JTC-6641;2190
JTC-5057;1950
JTC-4585;1500
JTC-4586;1545
JTC-8R;1050
JTC-9R;1300
JTC-5619A;1700
JTC-5620;1250
JTC-3318;745
JTC-342810;1250
JTC-51258;1400
JTC-71610;130
JTC-71612;155
JTC-71614;215
JTC-71616;245
JTC-71618;510
JTC-71605;55
JTC-71606;60
JTC-71608;95
JTC-71410;55
JTC-71415;60
JTC-71420;60
JTC-71425;60
JTC-71427;66
JTC-71430;68
JTC-71440;78
JTC-71445;91
JTC-71450;125
JTC-71455;160
JTC-71460;215
JTC-4093;1360
JTC-JW0242-10;1570
JTC-JW0242-12;1850
JTC-JW0242-14;2080
JTC-JW0242-18;2970
JTC-JW0242-24;5120
JTC-JW0242-36;10300
JTC-JW0242-48;17300
JTC-JW0242-8;1420
JTC-JW10841;1850
JTC-JW10842;2750
JTC-JW10843;4350
JTC-715015;20
JTC-71510;100
JTC-72510;165
JTC-73510;155
JTC-71511;175
JTC-72511;275
JTC-71512;175
JTC-72512;290
JTC-73512;255
JTC-71513;250
JTC-72513;325
JTC-73513;360
JTC-71514;275
JTC-72514;455
JTC-73514;510
JTC-71516;450
JTC-71517;470
JTC-72517;720
JTC-73517;890
JTC-71519;655
JTC-72519;940
JTC-73519;800
JTC-715025;20
JTC-71521;760
JTC-71522;810
JTC-71524;1040
JTC-71502;20
JTC-72502;35
JTC-715035;20
JTC-71503;25
JTC-72503;45
JTC-73503;50
JTC-71504;30
JTC-72504;60
JTC-73504;60
JTC-71505;40
JTC-72505;70
JTC-73505;75
JTC-71506;50
JTC-72506;90
JTC-73506;90
JTC-73006;115
JTC-71507;50
JTC-72507;115
JTC-73507;95
JTC-71508;80
JTC-72508;110
JTC-73508;130
JTC-71509;100
JTC-5354;710
JTC-3924;1200
JTC-5356;580
JTC-3502;545
JTC-3503;610
JTC-5355;860
JTC-5353;950
JTC-3504;825
JTC-5130;730
JTC-3505;950
JTC-5350;1040
JTC-3629;1440
JTC-3003;2750
JTC-3002;2750
JTC-7708;4200
JTC-U11MC;680
JTC-3006;70
JTC-5007;115
JTC-5010;365
JTC-3608;190
JTC-3609;270
JTC-3610;280
JTC-3606;130
JTC-3607;135
JTC-3818;465
JTC-3815;215
JTC-3816;240
JTC-5008;130
JTC-5009;165
JTC-3621;235
JTC-3622;325
JTC-3619;160
JTC-3620;165
JTC-3906;495
JTC-3907;810
JTC-5903;5660
JTC-5118;4220
JTC-3040;550
JTC-3718;450
JTC-3617;980
JTC-3618;1450
JTC-3618B;1150
JTC-3624;1530
JTC-7802;1970
JTC-3716;155
JTC-3714;340
JTC-7732;1320
JTC-5810;5580
JTC-5117;1600
JTC-3729;1705
JTC-3717;280
JTC-7733;1650
JTC-5344;920
JTC-3740;160
JTC-5538;630
JTC-7738;3350
JTC-7650;1120
JTC-7737;2680
JTC-7649;880
JTC-3442;1700
JTC-3617P;225
JTC-3624P;465
JTC-3714P;160
JTC-3715P;150
JTC-5810P;1750
JTC-5213;1070
JTC-4940;54600
JTC-6690;34600
JTC-5537;47900
JTC-1471;8550
JTC-1465;18300
JTC-4935;7575
JTC-6685;4850
JTC-1203;2110
JTC-1204;4500
JTC-4936;7800
JTC-6686;6280
JTC-6687;6450
JTC-4937;8250
JTC-1201;1880
JTC-6682;4500
JTC-4932;6820
JTC-4938;28900
JTC-6688;24500
JTC-1206;21750
JTC-4939;35400
JTC-6689;27900
JTC-1205;8400
JTC-4934;7270
JTC-4933;7680
JTC-1202;2020
JTC-6684;5450
JTC-6683;4830
JTC-1463;14600
JTC-JW0900-11771;125600
JTC-JW0900-11766;162000
JTC-JW0900-11763;48500
JTC-JW0900-11761;27700
JTC-JW0900-11762;35900
JTC-JW0900-11765;90000
JTC-JW0900-11764;39900
JTC-1201P;430
JTC-1202P;450
JTC-1203P;495
JTC-1203P-B;165
JTC-1205P;1860
JTC-1206P;1980
JTC-4932P;615
JTC-4933P;630
JTC-4935P;730
JTC-5537-04;350
JTC-5537-05;85
JTC-5537-06;580
JTC-5537-07;480
JTC-5537-08;330
JTC-5537-09;415
JTC-5537-10;340
JTC-5537-11;135
JTC-5537-36;2510
JTC-5537-40;135
JTC-5537P;2530
JTC-6682P;660
JTC-6683P;760
JTC-6685P;920
JTC-6688P;2480
JTC-6690P;3410
JTC-1201P-B;170
JTC-1202P-B;170
JTC-1206P-B;315
JTC-AE4813;215
JTC-AE4806;160
JTC-AE3610;240
JTC-AE2410;180
JTC-LS10;400
JTC-3030;565
JTC-3450;870
JTC-AE4817;330
JTC-AE3611;250
JTC-AE2411;190
JTC-LS11;460
JTC-3031;580
JTC-3451;920
JTC-AE3612;265
JTC-AE2412;210
JTC-LS12;505
JTC-3032;610
JTC-3452;960
JTC-AE4821;530
JTC-AE3613;330
JTC-LS13;560
JTC-AE2413;220
JTC-3033;640
JTC-3453;980
JTC-AE3614;325
JTC-LS14;590
JTC-AE2414;235
JTC-3034;695
JTC-3454;1050
JTC-LS15;690
JTC-AE2415;280
JTC-3035;730
JTC-3455;1050
JTC-LS16;770
JTC-AE2416;290
JTC-3036;780
JTC-3456;1170
JTC-AE3617;420
JTC-LS17;815
JTC-AE2417;320
JTC-3037;830
JTC-3457;1260
JTC-LS18;930
JTC-AE2418;340
JTC-3038;810
JTC-3458;1270
JTC-AE3619;530
JTC-LS19;930
JTC-AE2419;380
JTC-3039;850
JTC-3459;1330
JTC-AE2420;440
JTC-AE3621;580
JTC-AE2421;465
JTC-AE3622;770
JTC-AE2422;480
JTC-AE2423;495
JTC-AE2424;545
JTC-AE2425;600
JTC-AE2426;600
JTC-AE2427;710
JTC-3496;3500
JTC-AE2428;810
JTC-AE2429;865
JTC-AE4819;420
JTC-AE4810;175
JTC-AE2430;870
JTC-AE2432;950
JTC-AE2433;1405
JTC-AE2434;1590
JTC-AE2435;1750
JTC-AE2436;1740
JTC-AE2438;2400
JTC-AE2441;2500
JTC-AE2446;3090
JTC-AE4808;160
JTC-AE4816;300
JTC-AE2450;4620
JTC-AE3606;175
JTC-AE2406;160
JTC-AE4811;190
JTC-AE4822;530
JTC-AE3607;175
JTC-AE2407;160
JTC-AE3608;200
JTC-AE2408;160
JTC-3029;530
JTC-3449;830
JTC-AE4814;240
JTC-AE2409;160
JTC-AE4811S;3260
JTC-K6104;5950
JTC-K6143;2890
JTC-AE2415S;3700
JTC-AE1206S;4340
JTC-AE2426S;9680
JTC-AD09S;2440
JTC-K6144;8250
JTC-AE2414S;4030
JTC-AE2417S;5660
JTC-3027;2480
JTC-5051;5500
JTC-3448;8780
JTC-3028;7130
JTC-6658;1420
JTC-PQ1011;345
JTC-PE1012;305
JTC-PQ1012;350
JTC-3219;595
JTC-5034;1400
JTC-PE1113;330
JTC-PQ1113;390
JTC-EV1113;620
JTC-PQ1213;400
JTC-PE1214;365
JTC-PQ1214;400
JTC-3220;685
JTC-3211;810
JTC-PQ1415;460
JTC-PE1417;440
JTC-PQ1417;500
JTC-3212;850
JTC-PQ1617;500
JTC-3221;970
JTC-PE1719;520
JTC-PQ1719;580
JTC-3222;1000
JTC-EV1719;890
JTC-PQ1819;580
JTC-PE1921;590
JTC-PQ1921;690
JTC-3228;1075
JTC-EV1922;945
JTC-PQ2022;690
JTC-PQ2123;775
JTC-PE2224;800
JTC-PQ2224;775
JTC-3227;1350
JTC-PE2427;910
JTC-PQ2427;840
